state_fips,county_fips,total_emp,manufacturing_emp,prop_manuf_loss,prop_total_loss
18,107,13161,5479,0.07738638437671108,0.032216396930324444
18,109,11439,1,0,0
18,111,2438,651,0.4270353302611367,0.1140278917145201
18,113,13971,6902,0.07852796290930165,0.0387946460525374
18,115,1248,1,0,0
18,117,7168,1355,0.04059040590405904,0.007672991071428571
18,119,4363,1,0,0
18,121,2130,1,0,0
18,123,5011,1629,0.05954573357888275,0.01935741368988226
18,125,2517,1,0,0
18,127,48317,9620,0.00498960498960499,9.934391621996398e-4
18,129,7858,1867,0.15265131226566683,0.03626877067956223
18,131,3575,1,0,0
18,133,11003,1902,0.10620399579390116,0.018358629464691446
18,135,5589,2202,0.14486830154405086,0.05707640007156915
18,137,9620,3006,0.08848968729208251,0.027650727650727652
18,139,4063,1,0,0
18,141,115156,14371,0.016909052953865425,0.0021101809718989894
18,143,5822,1794,0.09921962095875139,0.030573686018550327
18,145,14951,3959,0.7918666329881283,0.2096849709049562
18,147,5194,963,0.09657320872274143,0.01790527531767424
18,149,2998,1,0,0
18,151,12767,3632,0.04267621145374449,0.012140675178193781
18,153,3726,1,0,0
18,155,1748,1,0,0
18,157,59352,13141,0.07282550795221064,0.016124140719773555
18,159,3081,1,0,0
18,161,881,1,0,0
18,163,108423,12404,0.15736859077716867,0.018003560130230672
18,165,4403,1,0,0
18,167,46392,8523,0.12589463803824943,0.023128987756509744
18,169,10712,1,0,0
18,171,1114,1,0,0
18,173,12594,3750,0.1624,0.048356360171510245
18,175,4360,1384,0.20447976878612717,0.06490825688073394
18,177,25353,5500,0.13,0.02820179071510275
18,179,10351,2431,0.10941999177293295,0.025698000193218048
18,181,6371,1649,0.036385688295936934,0.009417673834562863
18,183,10593,4252,0.04186265286923801,0.01680354951382989
19,001,1591,1,0,0
19,003,886,1,0,0
19,005,4105,732,0.07513661202185792,0.013398294762484775
19,007,3527,1,0,0
19,009,1165,1,0,0
19,011,4417,682,0.13196480938416422,0.020375820692777904
19,013,63591,13172,0.13832371697540236,0.028651853249673696
19,015,6833,1,0,0
19,017,8387,1942,0.19824922760041194,0.045904375819721
19,019,5662,1,0,0
19,021,8772,1,0,0
19,023,2452,613,0.057096247960848286,0.014274061990212071
19,025,2384,1,0,0
19,027,11121,1560,0.004487179487179487,6.294397985792644e-4
19,029,4706,750,0.116,0.0184870378240544
19,031,4398,691,0.00723589001447178,0.001136880400181901
19,033,22705,3472,0.005184331797235023,7.927769213829553e-4
19,035,4214,1,0,0
19,037,3797,1298,0.09244992295839753,0.03160389781406373
19,039,3424,750,0.09866666666666667,0.02161214953271028
19,041,7936,1230,0.21138211382113822,0.03276209677419355
19,043,5245,687,0.39592430858806404,0.05185891325071497
19,045,23421,4641,0.1182934712346477,0.023440502113487895
19,047,6292,1,0,0
19,049,26494,1,0,0
19,051,1436,1,0,0
19,053,1984,1,0,0
19,055,5316,1464,0.03756830601092896,0.01034612490594432
19,057,19383,4087,0.08416931734768779,0.017747510705257184
19,059,7422,2099,0.10338256312529776,0.029237402317434654
19,061,52354,8499,0.10201200141193081,0.016560339229094244
19,063,3514,1072,0.033582089552238806,0.010244735344336939
19,067,4317,1,0,0
19,069,3057,1,0,0
19,073,2715,375,0.09866666666666667,0.013627992633517496
19,075,2735,750,0.14933333333333335,0.040950639853747715
19,077,2753,1,0,0
19,079,5629,1812,0.7709713024282561,0.24817907265944217
19,081,2946,1,0,0
19,083,5519,631,0.03803486529318542,0.004348613879325965
19,085,2974,1,0,0
19,087,13492,1,0,0
19,089,2834,957,0.16927899686520376,0.05716302046577276
19,091,3287,1,0,0
19,093,2945,1,0,0
19,095,7778,3497,0.12124678295682013,0.054512728207765496
19,097,5038,1,0,0
19,099,8359,1,0,0
19,101,6804,1,0,0
19,103,59393,5326,0.08430341719864815,0.0075598134460289935
19,105,4822,797,0.15056461731493098,0.02488593944421402
19,107,1817,1,0,0
19,109,5624,980,0.009183673469387756,0.001600284495021337
19,111,12993,3610,0.21385041551246536,0.05941660894327715
19,113,114445,16858,0.05137026930834025,0.007566953558477871
19,115,2766,1,0,0
19,117,2646,1,0,0
19,119,2807,1,0,0
19,121,2649,169,0.3254437869822485,0.020762551906379767
19,123,7286,1,0,0
19,125,15630,1,0,0
19,127,15132,7500,0.08106666666666666,0.04017975151995771
19,129,2057,1,0,0
19,131,3246,1,0,0
19,133,2269,1,0,0
19,137,3904,1,0,0
19,139,20132,7292,0.020844761382336808,0.007550168885356646
19,141,5100,507,0.005917159763313609,5.88235294117647e-4
19,143,1540,355,0.03380281690140845,0.007792207792207792
19,145,5636,1637,0.2638973732437385,0.0766501064584812
19,147,2934,309,0.6116504854368932,0.06441717791411043
19,149,9449,1,0,0
19,151,2066,1,0,0
19,153,243771,14966,0.06374448750501135,0.003913508989994708
19,155,30836,5072,0.012421135646687698,0.0020430665455960567
19,157,9008,1383,0.13449023861171366,0.020648312611012434
19,159,1000,1,0,0
19,161,2391,375,0.016,0.002509410288582183
19,163,79056,11594,0.04441952734172848,0.006514369560817648
19,165,5406,1,0,0
19,167,17203,1,0,0
19,171,3513,1,0,0
19,173,1291,1,0,0
19,175,4913,1489,0.22229684351914036,0.0673722776307755
19,177,1656,1,0,0
19,179,14246,1,0,0
19,181,8066,1,0,0
19,183,6410,787,0.43456162642947904,0.053354134165366614
19,185,1379,1,0,0
19,187,16837,1,0,0
19,189,5931,3750,0.2176,0.1375821952453212
19,191,9822,1437,0.04801670146137787,0.007025045815516188
19,193,48021,5458,0.0348112861854159,0.003956602319818413
19,195,1792,1,0,0
19,197,4349,1253,0.07342378292098962,0.02115428834214762
20,001,4567,1835,0.08446866485013624,0.033939128530764175
20,003,1564,1,0,0
20,005,6053,1507,0.1712010617120106,0.042623492483066246
20,007,1511,1,0,0
20,009,10662,1,0,0
20,011,5119,1012,0.009881422924901186,0.0019535065442469234
20,013,3509,1,0,0
20,015,13535,1,0,0
20,017,391,1,0,0
20,019,518,1,0,0
20,021,5442,1,0,0
20,023,549,1,0,0
20,025,375,1,0,0
20,027,2529,1,0,0
20,029,3088,1,0,0
20,031,3750,1,0,0
20,033,433,1,0,0
20,035,11508,3331,0.003602521765235665,0.0010427528675703858
20,037,14351,2338,0.02352437981180496,0.003832485541077277
20,039,750,1,0,0
20,041,5153,1,0,0
20,043,1139,1,0,0
20,047,651,1,0,0
20,049,401,1,0,0
20,051,12713,984,0.016260162601626018,0.0012585542358216
20,053,1725,1,0,0
20,055,14128,1,0,0
20,057,14724,1,0,0
20,059,9085,1,0,0
20,061,8343,1,0,0
20,063,827,1,0,0
20,065,688,1,0,0
20,067,2331,1,0,0
20,069,1438,1,0,0
20,071,356,1,0,0
20,073,1223,1,0,0
20,075,606,1,0,0
20,077,1723,1,0,0
20,079,12437,3448,0.029872389791183295,0.008281739969446008
20,081,811,1,0,0
20,083,254,1,0,0
20,085,2988,1,0,0
20,087,2405,1,0,0
20,089,568,1,0,0
20,091,305554,20877,0.01235809742779135,8.443679349640326e-4
20,093,595,1,0,0
20,095,1975,1,0,0
20,097,795,1,0,0
20,099,8355,1883,0.06585236325013277,0.014841412327947338
20,101,402,1,0,0
20,103,13704,1,0,0
20,105,620,1,0,0
20,107,1750,1,0,0
20,109,776,1,0,0
20,113,13216,1,0,0
20,115,2786,1,0,0
20,117,3738,1,0,0
20,119,945,1,0,0
20,121,6728,1,0,0
20,123,2682,1,0,0
20,125,14923,4519,0.13365788891347644,0.0404744354352342
20,127,1147,1,0,0
20,129,859,1,0,0
20,131,4073,1106,0.1609403254972875,0.043702430640805305
20,133,6038,1,0,0
20,135,1003,1,0,0
20,137,1773,175,0.14857142857142858,0.014664410603496898
20,139,3258,1,0,0
20,141,1211,1,0,0
20,143,991,1,0,0
20,145,2241,1,0,0
20,147,1699,1,0,0
20,149,7612,1,0,0
20,151,3623,1,0,0
20,153,568,1,0,0
20,155,22906,3396,0.060365135453474675,0.008949620186850606
20,157,1468,1,0,0
20,159,2531,1,0,0
20,163,1389,1,0,0
20,165,805,1,0,0
20,167,1835,1,0,0
20,169,27514,5530,0.08444846292947558,0.01697317729156066
20,171,1364,1,0,0
20,173,231442,51855,0.13855944460514896,0.03104449494905851
20,175,9889,1,0,0
20,179,598,1,0,0
20,181,2021,1,0,0
20,183,972,1,0,0
20,185,655,1,0,0
20,187,445,1,0,0
20,189,1007,1,0,0
20,191,4844,1,0,0
20,193,3021,1,0,0
20,195,801,1,0,0
20,197,957,1,0,0
20,199,308,1,0,0
20,201,1572,1,0,0
20,203,461,1,0,0
20,205,3353,1,0,0
20,207,546,1,0,0
20,209,63278,9890,0.003033367037411527,4.7409842283258004e-4
21,001,4093,1,0,0
21,003,3045,375,0.3413333333333333,0.042036124794745486
21,005,3235,750,0.04533333333333334,0.010510046367851623
21,007,2090,750,0.5306666666666666,0.19043062200956937
21,009,12866,3575,0.23216783216783216,0.06451111456552153
21,011,1179,1,0,0
21,013,7261,1,0,0
21,015,63815,11177,0.0423190480450926,0.007412050458356186
21,017,5925,1818,0.04400440044004401,0.01350210970464135
21,019,25070,2686,0.41064780342516755,0.04399680893498205
21,021,13687,2525,0.3457425742574257,0.06378315189595966
21,023,845,1,0,0
21,025,2341,1,0,0
21,027,2150,1,0,0
21,029,13554,1,0,0
21,031,1578,1,0,0
21,033,3429,1,0,0
21,035,13257,2671,0.07487832272557095,0.015086369465188203
21,037,24325,2843,0.2451635596201196,0.028653648509763617
21,039,486,1,0,0
21,041,5498,2614,0.04973221117061974,0.02364496180429247
21,043,5504,1,0,0
21,047,22186,4548,0.06354441512752858,0.013026232759397818
21,049,12061,2797,0.15087593850554165,0.034988806898267145
21,051,2479,1,0,0
21,053,3230,1,0,0
21,055,1468,1,0,0
21,057,1061,212,0.25,0.04995287464655985
21,059,39882,5462,0.11662394727206152,0.015972117747354696
21,061,791,1,0,0
21,063,309,1,0,0
21,065,1699,1,0,0
21,067,146031,9058,0.04691984985648046,0.002910340955002705
21,069,2228,1,0,0
21,071,9771,175,0.14857142857142858,0.002660935421144202
21,073,14813,2098,0.05004766444232602,0.007088368325119827
21,075,2171,426,0.15023474178403756,0.02947950253339475
21,077,838,1,0,0
21,079,1358,1,0,0
21,081,4246,1,0,0
21,083,8952,2408,0.08970099667774087,0.024128686327077747
21,085,5880,1643,0.21059038344491784,0.058843537414965986
21,087,1155,1,0,0
21,089,5071,522,0.05747126436781609,0.005915992900808519
21,091,3580,2675,0.3244859813084112,0.2424581005586592
21,093,33747,5140,0.08346303501945525,0.01271224108809672
21,095,5994,1,0,0
21,097,4009,1279,0.01641907740422205,0.005238214018458469
21,099,3772,1750,0.014285714285714285,0.006627783669141039
21,101,16278,4519,0.11175038725381721,0.031023467256419707
21,103,1938,1,0,0
21,105,1227,1,0,0
21,107,14574,1,0,0
21,109,1213,1,0,0
21,111,390000,37538,0.04723213810005861,0.0045461538461538465
21,113,13908,2186,0.2140896614821592,0.03364969801553063
21,115,4599,1,0,0
21,117,74080,4026,0.012667660208643815,6.884449244060476e-4
21,119,2122,1,0,0
21,121,7388,1,0,0
21,123,1945,1,0,0
21,127,2574,1,0,0
21,129,1588,1,0,0
21,131,1057,1,0,0
21,133,4582,46,0.7608695652173914,0.007638585770405936
21,135,1231,1,0,0
21,137,3678,738,0.33739837398373984,0.06769983686786298
21,139,1714,1,0,0
21,141,6421,2615,0.06539196940726577,0.026631365830867466
21,143,1152,10,0.9,0.0078125
21,145,34547,3295,0.048558421851289835,0.004631371754421513
21,149,1114,1,0,0
21,151,20598,4160,0.01658653846153846,0.0033498397902709002
21,153,1587,1,0,0
21,155,6366,2989,0.025092004014720642,0.0117813383600377
21,157,8916,2461,0.056481105241771634,0.015589950650515926
21,159,2844,1,0,0
21,161,7402,1275,0.12,0.020670089165090517
21,163,3270,1,0,0
21,165,567,1,0,0
21,167,5237,1926,0.18639667705088267,0.06855069696391064
21,169,1605,923,0.15492957746478872,0.08909657320872275
21,171,2274,1,0,0
21,173,8647,3162,0.18374446552814674,0.06719093327165492
21,175,1903,1,0,0
21,177,6645,1,0,0
21,179,11674,3521,0.014768531667140017,0.004454342984409799
21,181,530,60,0.08333333333333333,0.009433962264150943
21,183,5535,1750,0.03942857142857143,0.012466124661246613
21,185,10254,1,0,0
21,187,1342,175,1,0.3301043219076006
21,189,374,1,0,0
21,191,1685,1,0,0
21,193,11300,524,0.31679389312977096,0.014690265486725664
21,195,21209,1,0,0
21,197,1400,1,0,0
21,199,20630,3322,0.07585791691751957,0.01221522055259331
21,201,147,1,0,0
21,203,2501,1,0,0
21,205,7133,1,0,0
21,207,4630,1278,0.6181533646322379,0.17062634989200864
21,209,19833,9068,3.308337009263344e-4,1.5126304643775526e-4
21,211,12078,3703,0.09019713745611667,0.027653585030634212
21,213,7915,3191,0.19304293324976496,0.07782691092861654
21,215,1100,1,0,0
21,217,9578,1681,0.13622843545508626,0.023908958028816037
21,219,1424,1,0,0
21,221,2352,1,0,0
21,223,652,1,0,0
21,227,46492,8274,0.1166304085085811,0.020756259141357654
21,229,2599,1,0,0
21,231,4048,1429,0.33869839048285516,0.11956521739130435
21,233,2181,1,0,0
21,235,10789,1123,0.23864648263579696,0.024840114931875056
21,237,648,1,0,0
21,239,6883,2082,0.021613832853025938,0.006537846869097777
22,001,12485,1,0,0
22,003,3721,375,0.7573333333333333,0.07632356893308251
22,005,31505,1,0,0
22,007,2922,1,0,0
22,009,8929,1,0,0
22,011,6877,1,0,0
22,013,3097,1024,0.0380859375,0.012592831772683243
22,015,36102,1997,0.03755633450175263,0.0020774472328402857
22,017,108162,7983,0.16059125641989228,0.011852591483145651
22,019,69305,8021,0.013090637077671113,0.0015150422047471323
22,021,1962,1,0,0
22,023,1440,1,0,0
22,025,1667,1,0,0
22,029,4305,1,0,0
22,031,4362,750,0.224,0.03851444291609354
22,033,234947,10916,0.010534994503481129,4.894720937062402e-4
22,035,1220,1,0,0
22,037,3823,1,0,0
22,039,5859,1,0,0
22,041,4032,1,0,0
22,043,1621,1,0,0
22,047,9100,1,0,0
22,049,2974,1,0,0
22,053,6772,1,0,0
22,055,120998,8000,0.01575,0.0010413395262731616
22,057,28443,1,0,0
22,059,3204,1,0,0
22,061,14920,1237,0.23201293451899757,0.01923592493297587
22,063,18146,1,0,0
22,065,2608,1,0,0
22,067,5352,1,0,0
22,069,10631,1,0,0
22,071,150821,6425,0.004357976653696498,1.8565053938112067e-4
22,073,64516,5856,0.03637295081967213,0.003301506603013206
22,075,10239,1,0,0
22,077,4294,1,0,0
22,079,49277,4124,0.16998060135790494,0.014225703675142561
22,081,1755,1,0,0
22,083,4747,330,0.49696969696969695,0.034548135664630296
22,085,4176,862,0.02088167053364269,0.004310344827586207
22,087,6681,1,0,0
22,089,20046,1,0,0
22,091,1209,1,0,0
22,093,6431,2305,0.20780911062906723,0.07448297309905147
22,097,22032,1,0,0
22,099,11228,1,0,0
22,101,28134,4041,0.2202425142291512,0.03163432146157674
22,103,67769,1,0,0
22,105,33587,2753,0.07192154013803125,0.005895137999821359
22,107,637,1,0,0
22,109,50887,5194,0.016557566422795534,0.0016900190618429067
22,111,3477,1,0,0
22,113,10490,1,0,0
22,115,8785,1,0,0
22,117,7774,1,0,0
22,119,10937,1724,0.14269141531322505,0.022492456798025053
22,121,10108,2311,0.043271311120726956,0.009893153937475268
22,123,1626,1,0,0
22,125,2400,1,0,0
22,127,4289,604,0.21026490066225165,0.029610631848915832
23,001,44030,6036,0.0843273691186216,0.011560299795593913
23,003,22395,2674,0.22700074794315633,0.027104264344719804
23,005,155966,9248,0.07698961937716263,0.004565097521254632
23,007,9464,1750,0.2857142857142857,0.05283178360101437
23,009,16650,1681,0.5740630577037478,0.05795795795795796
23,011,43990,2408,0.04235880398671096,0.0023187087974539666
23,013,13626,1,0,0
23,015,8483,1,0,0
23,017,13943,2314,0.1547104580812446,0.025675966434770135
23,019,59622,4629,0.3659537697126809,0.028412331018751468
23,021,4301,822,0.09854014598540146,0.018832829574517554
23,023,13170,1,0,0
23,025,13669,3252,0.265990159901599,0.06328187870363597
23,027,8756,1,0,0
23,029,7324,842,0.39667458432304037,0.045603495357728015
23,031,52213,8788,0.05985434683659536,0.010074119472162106
24,001,23725,2430,0.06502057613168724,0.006659641728134879
24,003,200856,13513,0.0054762080959076444,3.684231489226112e-4
24,005,322180,19141,0.06828274384828378,0.00405673846917872
24,009,17919,1,0,0
24,011,6826,1750,0.013142857142857144,0.003369469674772927
24,013,48777,4010,0.03690773067331671,0.0030342169465116756
24,015,24235,1,0,0
24,017,32497,1,0,0
24,019,9005,2063,0.0698012603005332,0.015991116046640753
24,021,82305,6289,0.09651772936873906,0.007375007593706336
24,023,10568,909,0.1397139713971397,0.012017411052233157
24,025,66567,4599,0.009784735812133072,6.760106359006715e-4
24,027,149381,5248,0.018673780487804877,6.560405941853382e-4
24,029,6932,1,0,0
24,031,411814,9262,0.015331461887281364,3.448158634723443e-4
24,033,247211,8784,0.019922586520947177,7.078973023045091e-4
24,035,11056,1,0,0
24,037,28070,1,0,0
24,039,3990,1,0,0
24,041,16975,1,0,0
24,043,56565,6058,0.0414328161109277,0.0044373729337929815
24,045,37753,3737,0.1418249933101418,0.01403861944746113
24,047,17311,1,0,0
24,510,275608,13830,0.020824295010845987,0.00104496241037996
25,003,55460,5195,0.015014436958614052,0.00140641904075009
25,005,196389,30255,0.1066931085770947,0.016436765806638866
25,007,4959,1,0,0
25,009,265720,39660,0.06354009077155824,0.009483667017913594
25,011,20769,4149,0.11544950590503736,0.023063219220954306
25,013,170748,21330,0.05489920300046882,0.006858059830861855
25,015,53979,3626,0.019856591285162713,0.0013338520535763909
25,017,799100,58334,0.07885624164295266,0.005756476035539982
25,019,3963,1,0,0
25,021,309660,21331,0.09577610051099339,0.0065975586126719625
25,023,150499,10832,0.019848596750369277,0.0014285809208034604
25,025,562929,9849,0.06619961417402782,0.0011582277693989828
25,027,272872,33107,0.11927991059292596,0.014471986865636636
26,001,1004,1,0,0
26,003,1735,1,0,0
26,005,32415,12048,0.0015770252324037184,5.861483880919327e-4
26,007,9778,1174,0.020442930153321975,0.0024544896706893025
26,009,3727,634,0.050473186119873815,0.008585994097129058
26,011,2902,1,0,0
26,013,1717,1,0,0
26,015,9634,2598,0.06581986143187067,0.017749636703342328
26,017,30816,3051,0.022287774500163882,0.0022066458982346834
26,019,2943,391,0.23785166240409208,0.03160040774719674
26,021,51686,8466,0.13831797779352706,0.022656038385636342
26,023,11022,2365,0.1010570824524313,0.021683904917437852
26,025,48904,11438,0.12930582269627558,0.030242924914117456
26,027,6997,2097,0.16070577014783025,0.04816349864227526
26,029,7840,1,0,0
26,031,4901,222,0.20270270270270271,0.009181799632728015
26,033,8212,1,0,0
26,035,5446,1,0,0
26,037,14361,1548,0.05555555555555555,0.005988440916370726
26,039,3321,567,0.06172839506172839,0.010538994278831678
26,041,12470,2362,0.0279424216765453,0.005292702485966319
26,045,35051,5141,0.038319393114180124,0.005620381729479901
26,047,13313,1,0,0
26,049,114954,9952,0.19584003215434084,0.016954607930128575
26,051,3715,1,0,0
26,053,4370,548,0.1678832116788321,0.021052631578947368
26,055,40317,4107,0.021183345507669833,0.002157898653173599
26,057,10307,1909,0.024096385542168676,0.004462986319976715
26,059,10435,3070,0.13648208469055376,0.04015333013895544
26,061,8963,1,0,0
26,063,9791,2389,0.08371703641691085,0.02042692268409764
26,065,104521,9872,0.10879254457050243,0.010275447039350944
26,067,9910,1,0,0
26,069,5991,778,0.2095115681233933,0.027207477883491905
26,071,2713,1,0,0
26,073,20088,2062,0.048011639185257034,0.00492831541218638
26,075,45403,7504,0.043843283582089554,0.007246217210316499
26,077,100997,15884,0.08385797028456309,0.013188510549818311
26,079,3289,1,0,0
26,081,297755,50017,0.14291141012055902,0.02400631391580326
26,083,165,1,0,0
26,085,1116,1,0,0
26,087,15357,3590,0.1233983286908078,0.028846779970046234
26,089,3967,1,0,0
26,091,25005,5620,0.11583629893238434,0.02603479304139172
26,093,45657,7054,0.1333994896512617,0.020610202159581224
26,095,1312,1,0,0
26,097,1968,1,0,0
26,099,257875,47892,0.26444917731562684,0.04911294231701406
26,101,5534,1,0,0
26,103,21125,897,0.054626532887402456,0.002319526627218935
26,105,8568,1877,0.1001598295151838,0.021942110177404293
26,107,9047,1514,0.15191545574636725,0.02542279208577429
26,109,4784,1,0,0
26,111,33740,5399,0.0588997962585664,0.00942501481920569
26,113,1869,286,0.45104895104895104,0.06902086677367576
26,115,36045,6003,0.15009162085623856,0.02499653211263698
26,117,12172,2188,0.05210237659963437,0.009365757476174828
26,119,1465,280,0.11071428571428571,0.021160409556313993
26,121,49479,11045,0.0819375282933454,0.01829058792619091
26,123,9029,1,0,0
26,125,614878,47974,0.17603285112769418,0.013734431871037832
26,127,4333,1,0,0
26,129,5797,548,0.06934306569343066,0.006555114714507504
26,131,1515,60,1,0.1735973597359736
26,133,5651,1906,0.27859391395592864,0.093965669792957
26,135,1258,1,0,0
26,137,8616,574,0.006968641114982578,4.6425255338904364e-4
26,139,90843,27905,0.0993012005017022,0.030503175808813007
26,141,2112,1,0,0
26,143,4454,222,0.05405405405405406,0.002694207453973956
26,145,76018,9818,0.31055204726013447,0.04010892157120682
26,147,38474,6780,0.07831858407079646,0.013801528304829235
26,149,17748,7534,0.04393416511813114,0.018649988731124632
26,151,8212,1,0,0
26,153,1829,1,0,0
26,155,12236,1558,0.059050064184852376,0.007518796992481203
26,157,8963,1,0,0
26,159,16253,3295,0.21456752655538694,0.04349966160093521
26,161,135600,12536,0.1569081046585833,0.014505899705014749
26,163,593483,68020,0.2127021464275213,0.02437812035054079
26,165,12192,3304,0.0335956416464891,0.009104330708661417
27,001,3128,1,0,0
27,003,105480,21548,0.014896974197141265,0.003043230944254835
27,005,11808,1441,0.013879250520471894,0.0016937669376693768
27,007,13762,980,0.04183673469387755,0.0029792181368987064
27,009,14671,3698,0.008923742563547863,0.002249335423624838
27,011,1554,1,0,0
27,013,34374,4225,0.04331360946745562,0.005323791237563274
27,015,12258,3200,0.028125,0.007342143906020558
27,017,8317,1409,0.0745209368346345,0.012624744499218469
27,019,34666,10231,0.04750268790929528,0.014019500375007212
27,021,6923,1,0,0
27,023,5315,1120,0.12232142857142857,0.025776105362182503
27,025,13059,1695,0.008849557522123894,0.0011486331265793705
27,027,16723,1,0,0
27,029,2190,750,0.04,0.0136986301369863
27,031,1975,1,0,0
27,033,4430,1,0,0
27,035,24190,2326,0.033963886500429925,0.0032658123191401404
27,037,164132,17385,0.04889272361230946,0.005178758560183267
27,039,3986,1,0,0
27,041,15775,2870,0.01916376306620209,0.003486529318541997
27,043,4376,1,0,0
27,045,5168,1,0,0
27,047,11721,2556,0.0594679186228482,0.012968176776725536
27,049,21362,6142,0.007489417127971344,0.0021533564273008145
27,051,1581,1,0,0
27,053,824275,73241,0.056976283775480946,0.0050626307967607895
27,055,4216,1,0,0
27,057,4708,890,0.15730337078651685,0.029736618521665252
27,059,8335,1355,0.05092250922509225,0.008278344331133773
27,061,13064,1750,0.5571428571428572,0.0746325780771586
27,063,5184,1,0,0
27,065,3143,1,0,0
27,067,18799,2418,0.005376344086021506,6.915261450077132e-4
27,069,1076,1,0,0
27,071,4309,750,0.444,0.07728011139475516
27,073,2000,1,0,0
27,075,2955,750,0.184,0.046700507614213196
27,077,1195,1,0,0
27,079,6060,1934,0.10703205791106515,0.03415841584158416
27,081,1483,1,0,0
27,083,12356,1,0,0
27,085,17311,6446,0.2728824076946944,0.10161169198775345
27,087,1647,1,0,0
27,089,1641,1,0,0
27,091,8409,1,0,0
27,095,7567,1,0,0
27,097,9096,1,0,0
27,099,13830,1,0,0
27,101,2281,1,0,0
27,103,11984,3474,0.15342544617156015,0.04447596795727637
27,105,9586,3750,0.0976,0.03818068015856457
27,107,1380,1,0,0
27,109,77113,7500,0.04186666666666667,0.004071946364426231
27,111,18648,3602,0.020544142143253747,0.003968253968253968
27,113,7713,1,0,0
27,115,6727,1,0,0
27,117,4295,914,0.29540481400437635,0.06286379511059371
27,119,9446,1,0,0
27,121,3584,1,0,0
27,123,288523,24948,0.11792528459195126,0.010196760743510915
27,125,781,1,0,0
27,127,5178,1,0,0
27,129,4789,1,0,0
27,131,22952,4191,0.04008589835361489,0.0073196235622168
27,133,2624,1,0,0
27,135,7181,1,0,0
27,137,81634,4378,0.5737779808131567,0.030771492270377537
27,139,37129,5778,0.10730356524749048,0.01669853753130976
27,141,20205,3377,0.023689665383476458,0.003959415986142044
27,143,3211,1,0,0
27,145,73943,11086,0.12312826988995129,0.018460165262431872
27,147,18918,7500,0.012,0.004757373929590866
27,149,4072,1,0,0
27,151,3459,1,0,0
27,153,4825,1686,0.0071174377224199285,0.002487046632124352
27,155,775,1,0,0
27,157,5846,1750,0.068,0.020355798836811496
27,159,5397,1,0,0
27,161,6713,1750,0.08685714285714285,0.022642633695814093
27,163,67048,7554,0.10550701615038391,0.011887006323827706
27,165,3480,1,0,0
27,167,1825,1,0,0
27,171,32006,1,0,0
27,173,4924,1,0,0
28,001,10031,1,0,0
28,003,11746,2690,0.026022304832713755,0.0059594755661501785
28,005,1285,315,0.2857142857142857,0.07003891050583658
28,007,5072,594,0.15993265993265993,0.018730283911671926
28,009,750,1,0,0
28,011,8273,1,0,0
28,013,2482,1,0,0
28,015,576,1,0,0
28,017,4632,1,0,0
28,019,1137,1,0,0
28,021,1853,1,0,0
28,023,2500,1,0,0
28,025,4418,947,0.20802534318901794,0.04459031235853327
28,027,6797,1,0,0
28,029,6319,1,0,0
28,031,4135,1,0,0
28,033,41123,4215,0.06903914590747331,0.007076331979670744
28,035,32522,4320,0.031712962962962964,0.004212533054547691
28,037,1089,1,0,0
28,039,3244,1,0,0
28,041,817,1,0,0
28,043,7969,2173,0.03405430280717901,0.00928598318484126
28,045,10372,1,0,0
28,047,69999,3254,0.001229256299938537,5.714367348104973e-5
28,049,100697,4816,0.10091362126245847,0.004826360268925588
28,051,2183,1,0,0
28,053,2154,1,0,0
28,055,96,1,0,0
28,057,4168,1,0,0
28,059,48842,1,0,0
28,061,2962,1,0,0
28,063,513,1,0,0
28,065,1386,1,0,0
28,067,26659,7500,0.006266666666666667,0.001763006864473536
28,069,1064,1,0,0
28,071,13000,1460,0.1404109589041096,0.015769230769230768
28,073,16279,1,0,0
28,075,31026,2622,0.16552250190694126,0.013988267904338297
28,077,2004,1,0,0
28,079,5080,1,0,0
28,081,44281,9526,0.05742179298761285,0.012352927892324022
28,083,12356,1,0,0
28,085,10303,1136,0.05721830985915493,0.006308842084829661
28,087,20664,3775,0.20794701986754968,0.03798877274487031
28,089,42198,1,0,0
28,091,6979,986,0.12170385395537525,0.017194440464249894
28,093,6182,1,0,0
28,095,7791,2177,0.1267799724391364,0.03542549095109742
28,097,2477,1,0,0
28,099,7704,1,0,0
28,101,3906,1223,0.18806214227309895,0.05888376856118792
28,103,1669,1,0,0
28,105,11438,1,0,0
28,107,8860,1989,0.146807440925088,0.03295711060948081
28,109,7477,1,0,0
28,111,1775,726,0.009641873278236915,0.003943661971830986
28,113,13369,1,0,0
28,115,9065,5587,0.03006980490424199,0.018532818532818532
28,117,6433,2631,0.01710376282782212,0.00699518109746619
28,119,824,39,0.46153846153846156,0.021844660194174758
28,121,50766,1,0,0
28,123,9674,1,0,0
28,125,801,1,0,0
28,127,5658,1,0,0
28,129,2411,1,0,0
28,131,2939,1,0,0
28,133,5359,1,0,0
28,135,1876,1,0,0
28,137,4077,796,0.314070351758794,0.0613195977434388
28,139,5443,1775,0.13971830985915493,0.0455631085798273
28,141,4259,1,0,0
28,143,11370,1,0,0
28,145,8044,2712,0.014011799410029498,0.004724017901541522
28,147,2282,1,0,0
28,149,21108,1,0,0
28,151,15012,1,0,0
28,153,4698,1,0,0
28,155,1683,1,0,0
