state_cens,state,state2,empl,member,year
92,Oregon,OR,1020091.3258333345,231576.26916666684,1985
23,Pennsylvania,PA,4624686.169166666,1055386.2991666654,1985
15,Rhode Island,RI,427544.60833333316,90213.9383333333,1985
57,South Carolina,SC,1300651.108333337,58771.47083333334,1985
45,South Dakota,SD,250067.7933333337,27904.089166666676,1985
62,Tennessee,TN,1811322.8816666661,236843.95416666663,1985
74,Texas,TX,6444149.347500017,474755.0358333337,1985
87,Utah,UT,614899.9283333338,69897.25083333331,1985
13,Vermont,VT,222554.53666666689,28462.370833333327,1985
54,Virginia,VA,2434175.9241666645,235976.19999999987,1985
91,Washington,WA,1622897.1324999987,405812.11000000016,1985
55,West Virginia,WV,593197.8749999995,134669.41583333336,1985
35,Wisconsin,WI,1952704.695833331,435912.4858333339,1985
83,Wyoming,WY,194665.73833333355,26769.18083333334,1985
63,Alabama,AL,1501506.8733333347,235561.31583333336,1986
94,Alaska,AK,198307.16500000047,46082.12166666665,1986
86,Arizona,AZ,1295830.9074999986,106323.2675,1986
71,Arkansas,AR,839306.2916666669,82507.56750000003,1986
93,California,CA,10889565.139166625,2177397.476666666,1986
84,Colorado,CO,1362998.6466666665,170403.2766666666,1986
16,Connecticut,CT,1501340.1333333335,288481.0524999999,1986
51,Delaware,DE,285158.22750000027,47768.11333333331,1986
53,District of Columbia,DC,278722.16583333374,44681.08666666668,1986
59,Florida,FL,4612721.766666657,394912.73249999975,1986
58,Georgia,GA,2555296.782500001,242638.2041666667,1986
95,Hawaii,HI,406201.88166666665,118542.56000000007,1986
82,Idaho,ID,355662.18749999977,42710.84333333336,1986
33,Illinois,IL,4712000.73500002,1057574.405833334,1986
32,Indiana,IN,2293596.611666668,477836.7024999996,1986
42,Iowa,IA,1095414.0675000001,160192.69583333333,1986
47,Kansas,KS,981858.2025000032,121236.84250000001,1986
61,Kentucky,KY,1329659.1799999988,212538.855,1986
72,Louisiana,LA,1537837.574999999,150907.99416666664,1986
11,Maine,ME,454925.68916666636,75841.51166666669,1986
52,Maryland,MD,2032753.7416666683,328065.83416666713,1986
14,Massachusetts,MA,2695598.36333334,473601.73999999993,1986
34,Michigan,MI,3590520.424999994,1016678.2508333328,1986
41,Minnesota,MN,1786383.328333336,385702.62166666676,1986
64,Mississippi,MS,915415.3433333323,84675.65416666665,1986
43,Missouri,MO,2105463.305833335,394055.2591666667,1986
81,Montana,MT,289910.7616666667,52147.65416666666,1986
