year,month,day,politician,approve_estimate,approve_hi,approve_lo,disapprove_estimate,disapprove_hi,disapprove_lo
2023,9,16,Joe Biden,39.9583230141224,44.79436510642747,35.12228092181733,53.46063365897151,58.280768686462046,48.64049863148097
2023,9,15,Joe Biden,39.956395607913215,44.79494179803699,35.117849417789444,53.46722529949792,58.27959410054452,48.65485649845131
2023,9,14,Joe Biden,39.95663772912597,44.792193567111255,35.12108189114069,53.45957988821393,58.28244782195392,48.636711954473945
2023,9,13,Joe Biden,39.9351703578685,44.771159986378976,35.099180729358025,53.46137880675643,58.278463342743315,48.64429427076954
2023,9,12,Joe Biden,39.829514704727735,44.66406359065813,34.99496581879735,53.693795631973344,58.50327028934568,48.88432097460101
2023,9,11,Joe Biden,39.89734453952291,44.73508035285687,35.059608726188955,53.89889134885128,58.71978544936118,49.077997248341376
2023,9,10,Joe Biden,40.05745061135278,44.89726899001909,35.21763223268646,53.83624352313237,58.64080221965003,49.03168482661471
2023,9,9,Joe Biden,40.02566654537424,44.86907112173293,35.18226196901554,53.75493738007192,58.57140742566369,48.93846733448015
2023,9,8,Joe Biden,40.01909816909439,44.85925518672504,35.178941151463746,53.750340875120415,58.56898115722855,48.93170059301228
2023,9,7,Joe Biden,40.06686839592056,44.90980979189873,35.223926999942385,53.51185204568083,58.31903726476156,48.7046668266001
2023,9,6,Joe Biden,40.071242570642454,44.910204927776206,35.2322802135087,53.46072275375291,58.26338658289443,48.65805892461139
2023,9,5,Joe Biden,40.08077652731411,44.919861447330064,35.24169160729815,53.440638997917496,58.254578540980745,48.62669945485425
2023,9,4,Joe Biden,40.44950599534222,45.3007070402552,35.598304950429245,53.29944528116451,58.10520422960133,48.49368633272769
2023,9,3,Joe Biden,40.5486235399873,45.39466744188849,35.70257963808611,53.2745232200498,58.0789401838337,48.4701062562659
2023,9,2,Joe Biden,40.549083440000466,45.3949669547201,35.703199925280835,53.27395711150616,58.078698615217235,48.46921560779509
2023,9,1,Joe Biden,40.55438278463014,45.40235399174021,35.70641157752007,53.274174328599614,58.076295704922224,48.47205295227701
2023,8,31,Joe Biden,40.51705716803853,45.3622000572946,35.67191427878245,53.26428954694141,58.07746186392544,48.45111722995738
2023,8,30,Joe Biden,40.88143869579425,45.72881796143747,36.03405943015103,53.045465721000056,57.85607527968487,48.23485616231524
2023,8,29,Joe Biden,40.778475844118645,45.63291628882518,35.92403539941211,52.96417602824124,57.763934061934094,48.16441799454839
2023,8,28,Joe Biden,41.2073852387589,46.05715072576367,36.357619751754136,52.636835480665574,57.445954234494344,47.827716726836805
2023,8,27,Joe Biden,41.21003127944649,46.06073988589955,36.35932267299343,52.63747399419391,57.447447342354806,47.827500646033016
2023,8,26,Joe Biden,41.36496600247542,46.21153262474943,36.51839938020141,52.403708881689376,57.21416595227027,47.59325181110848
2023,8,25,Joe Biden,41.23274156381783,46.08628349766698,36.37919962996868,52.496943059332594,57.306001647521,47.68788447114419
2023,8,24,Joe Biden,40.89735394526361,45.74822931888255,36.04647857164467,52.527785672266525,57.341599281978574,47.713972062554475
2023,8,23,Joe Biden,40.686478496503625,45.53707318179413,35.83588381121312,52.84742668523029,57.657020861004845,48.03783250945573
2023,8,22,Joe Biden,40.42518263301785,45.263983748976166,35.58638151705953,53.19614799159577,57.99120713566474,48.40108884752681
2023,8,21,Joe Biden,40.61172866147715,45.456612819242125,35.76684450371218,53.20062864811284,58.00246813254394,48.39878916368174
2023,8,20,Joe Biden,40.55615495621751,45.40612222610859,35.70618768632643,53.2415233790837,58.04939417657476,48.433652581592646
2023,8,19,Joe Biden,40.29646859373718,45.14845499307721,35.44448219439715,53.2541367905953,58.068990830705765,48.43928275048483
2023,8,18,Joe Biden,40.29292296842732,45.14845151718271,35.43739441967193,53.25317975482912,58.067331081773034,48.439028427885205
2023,8,17,Joe Biden,40.292862003768974,45.14513209826146,35.440591909276485,53.23808089416817,58.040677064254,48.43548472408234
2023,8,16,Joe Biden,40.16846209677681,45.020889549161346,35.31603464439227,53.355341305900694,58.159191831620504,48.551490780180885
2023,8,15,Joe Biden,40.06472763465248,44.9201513118022,35.209303957502755,53.39842943349544,58.19988169802048,48.59697716897041
2023,8,14,Joe Biden,40.2214571554084,45.077468918212674,35.36544539260413,53.52016645548253,58.3352240957888,48.70510881517625
2023,8,13,Joe Biden,40.02993060137842,44.883368057506424,35.17649314525041,53.179884251622184,57.98530356294625,48.37446494029812
2023,8,12,Joe Biden,40.03309770558455,44.88911106293687,35.177084348232235,53.18140802203249,57.98453197509884,48.378284068966146
2023,8,11,Joe Biden,40.0301677621396,44.88425585358042,35.176079670698776,53.180666613608366,57.98562633266505,48.37570689455168
2023,8,10,Joe Biden,40.13193068765177,44.98832107509213,35.275540300211404,53.28029588492247,58.08666674450687,48.47392502533806
2023,8,9,Joe Biden,40.018182817103245,44.87861748400948,35.15774815019701,53.43464978268342,58.23764620302765,48.6316533623392
2023,8,8,Joe Biden,39.846855331392874,44.69631517768126,34.99739548510449,53.59247942779403,58.399515075190095,48.78544378039797
2023,8,7,Joe Biden,40.00210742447645,44.85869082564913,35.14552402330377,53.64354509299555,58.4453857733503,48.8417044126408
2023,8,6,Joe Biden,40.32584435286393,45.17809163139436,35.473597074333505,53.50435006081495,58.310929599732944,48.69777052189696
2023,8,5,Joe Biden,40.51602971011188,45.36418376253917,35.66787565768459,53.51484928890471,58.31882627652635,48.710872301283075
2023,8,4,Joe Biden,40.511731624914766,45.36347375960671,35.65998949022282,53.514914775497054,58.31890513431768,48.71092441667643
2023,8,3,Joe Biden,40.69539560607391,45.547910666943935,35.84288054520388,53.38229820678565,58.18705109843677,48.57754531513453
2023,8,2,Joe Biden,40.81914942290821,45.6753181671781,35.962980678638324,53.36737679849847,58.17057053358656,48.56418306341038
2023,8,1,Joe Biden,40.70151028450755,45.54795390099659,35.855066668018516,53.482726946440046,58.27852506878899,48.686928824091105
2023,7,31,Joe Biden,40.935238858896454,45.78688885306499,36.08358886472792,53.36129878981683,58.15904079716165,48.56355678247203
2023,7,30,Joe Biden,40.75506148422805,45.61173007177494,35.898392896681145,53.33831655195495,58.13442606589623,48.542207038013665
2023,7,29,Joe Biden,40.63805287710838,45.48832574330376,35.787780010912996,53.36658834810983,58.17309946954505,48.56007722667461
2023,7,28,Joe Biden,40.640861099850795,45.49183259720507,35.78988960249652,53.36504514018902,58.16733520602356,48.56275507435448
2023,7,27,Joe Biden,40.640380238087005,45.49725410507264,35.78350637110137,52.954131179647504,57.74258146315371,48.165680896141296
