state_census_code,state,employment,members,state_abbreviation,year
73,Oklahoma,1417791.372941669,77414.81637500001,OK,2010
73,Oklahoma,1458351.4641749994,93512.57848333332,OK,2011
73,Oklahoma,1529998.768775,114505.72800833327,OK,2012
73,Oklahoma,1520450.5436249978,114412.01055000004,OK,2013
73,Oklahoma,1465583.174733331,88175.64349999999,OK,2014
73,Oklahoma,1570310.250266665,88308.86745833338,OK,2015
73,Oklahoma,1480682.2054666698,79482.1082333333,OK,2016
73,Oklahoma,1534321.5496916657,84166.166575,OK,2017
73,Oklahoma,1585657.691258329,90113.56009166666,OK,2018
73,Oklahoma,1554967.967341666,96603.810175,OK,2019
73,Oklahoma,1499868.948841669,89848.00544166665,OK,2020
73,Oklahoma,1548488.3132083295,86590.74751666666,OK,2021
73,Oklahoma,1586554.2713583352,87902.28718333332,OK,2022
74,Texas,6010469.632500006,583715.4666666664,TX,1983
74,Texas,6387664.036666652,499815.0433333338,TX,1984
74,Texas,6444149.347500004,474755.0358333336,TX,1985
74,Texas,6538764.389166686,499368.885833333,TX,1986
74,Texas,6758220.402500019,440151.87833333376,TX,1987
74,Texas,6836193.212499992,474654.88833333383,TX,1988
74,Texas,6825506.618333331,468255.4441666673,TX,1989
74,Texas,7130222.061666656,450979.91416666645,TX,1990
74,Texas,7262658.536666682,465713.20583333314,TX,1991
74,Texas,7433083.254999985,503232.3966666673,TX,1992
74,Texas,7543231.660000026,562036.6000000007,TX,1993
74,Texas,7713943.309224996,543041.5578000003,TX,1994
74,Texas,7874417.782700045,511910.66624166665,TX,1995
74,Texas,8049178.284241675,527663.400141667,TX,1996
74,Texas,8355912.4222666705,538624.7513916664,TX,1997
74,Texas,8580706.183074983,503136.6320166668,TX,1998
74,Texas,8725002.352966705,519837.52618333296,TX,1999
74,Texas,8754802.219708323,505354.77108333306,TX,2000
74,Texas,8854561.650441635,501982.05550833343,TX,2001
74,Texas,8839055.053633358,458446.9022833333,TX,2002
74,Texas,9072362.502233343,508225.94793333334,TX,2003
74,Texas,9072285.73601664,457310.00904166687,TX,2004
74,Texas,9485248.555116683,506173.1080749997,TX,2005
74,Texas,9750865.280025017,476208.59107500006,TX,2006
74,Texas,9899066.623024989,462697.7377499999,TX,2007
74,Texas,9990700.427191652,448624.1684750003,TX,2008
74,Texas,9920148.568483356,508101.2795333333,TX,2009
74,Texas,10025472.911816616,545356.9954749995,TX,2010
74,Texas,10213614.794916669,532985.642608333,TX,2011
74,Texas,10585766.318974998,598102.7238416668,TX,2012
74,Texas,10880079.18599999,517825.2580000003,TX,2013
74,Texas,11212168.685091686,543434.2975750002,TX,2014
74,Texas,11173521.372716611,502766.5138416664,TX,2015
74,Texas,11456932.411583362,461663.4585249999,TX,2016
74,Texas,11626899.057475047,542242.4412083328,TX,2017
74,Texas,11986297.61934168,511943.757441667,TX,2018
74,Texas,12337273.441891668,496886.2541000002,TX,2019
74,Texas,11614420.056533366,565634.3051666662,TX,2020
74,Texas,12055787.695258282,452916.37882500025,TX,2021
74,Texas,12508848.373033378,516982.1532166667,TX,2022
81,Montana,270357.84000000026,49515.44666666662,MT,1983
81,Montana,281757.4466666667,50757.584166666675,MT,1984
81,Montana,295062.5725000001,57269.66583333331,MT,1985
81,Montana,289910.7616666668,52147.65416666661,MT,1986
81,Montana,287822.1300000004,50953.0183333333,MT,1987
81,Montana,292682.7366666662,51858.75583333333,MT,1988
81,Montana,295455.7924999999,52467.08833333333,MT,1989
81,Montana,300799.6983333332,54135.99416666662,MT,1990
81,Montana,292164.31250000023,50112.99083333332,MT,1991
81,Montana,312906.17666666687,58587.10416666669,MT,1992
81,Montana,315057.72416666656,58579.254166666666,MT,1993
81,Montana,321901.8478249999,60439.06943333334,MT,1994
81,Montana,322363.71003333403,50830.15583333329,MT,1995
81,Montana,334670.3577416676,52045.76120000002,MT,1996
81,Montana,342524.3206833326,47323.49559166664,MT,1997
81,Montana,350489.7383416661,48753.58574999999,MT,1998
81,Montana,362101.55091666663,55436.39144166669,MT,1999
81,Montana,368532.995991666,51220.75063333335,MT,2000
81,Montana,365176.082841666,48069.45042500001,MT,2001
81,Montana,365368.0193500001,51670.78434166669,MT,2002
81,Montana,359610.43967500044,50323.61933333336,MT,2003
81,Montana,365551.86154999986,42732.610483333374,MT,2004
81,Montana,391390.29532500025,41736.0534333333,MT,2005
81,Montana,396968.9173250002,48322.39349166666,MT,2006
81,Montana,398560.58744166605,53984.37141666668,MT,2007
81,Montana,389155.14994166704,47349.27342500002,MT,2008
81,Montana,373844.4107999997,52078.36967499997,MT,2009
81,Montana,363884.2462083331,46083.90406666665,MT,2010
81,Montana,376727.8463416672,48842.371866666675,MT,2011
81,Montana,392768.8577000007,54492.90123333333,MT,2012
81,Montana,402562.32046666625,52282.80081666669,MT,2013
81,Montana,414039.17938333336,52587.20273333333,MT,2014
81,Montana,427087.26910833287,51856.846141666654,MT,2015
81,Montana,417683.34921666584,49620.016233333336,MT,2016
81,Montana,419485.8486250007,49679.42495000001,MT,2017
81,Montana,427301.4853583327,50441.30854166664,MT,2018
81,Montana,437101.81779166666,46021.922716666675,MT,2019
81,Montana,419396.1238583326,50323.55977499997,MT,2020
81,Montana,437543.96139166784,49001.622699999985,MT,2021
81,Montana,466738.23617499927,52257.90285833329,MT,2022
82,Idaho,331693.5099999997,41312.35749999998,ID,1983
82,Idaho,350141.0749999996,31639.529166666664,ID,1984
82,Idaho,357194.48499999946,41724.725,ID,1985
82,Idaho,355662.1875,42710.84333333332,ID,1986
82,Idaho,347236.2491666667,45696.25833333334,ID,1987
82,Idaho,374356.5233333331,42321.29916666667,ID,1988
82,Idaho,377052.8274999994,36738.18666666666,ID,1989
82,Idaho,390056.36166666663,36432.645,ID,1990
82,Idaho,404627.390000001,35773.32666666667,ID,1991
82,Idaho,418363.6716666672,38240.21166666666,ID,1992
82,Idaho,436689.77583333384,44349.005833333365,ID,1993
82,Idaho,455225.4261250003,38673.21862499996,ID,1994
82,Idaho,463927.7210749994,37719.298491666676,ID,1995
82,Idaho,489010.4769333329,42510.352966666644,ID,1996
82,Idaho,513621.0157499993,43416.13360000001,ID,1997
82,Idaho,537393.4794666666,42118.0602,ID,1998
82,Idaho,527065.9208000015,48388.592116666696,ID,1999
82,Idaho,533239.8782666653,40662.39835000001,ID,2000
82,Idaho,555233.1008916673,41899.02574166666,ID,2001
82,Idaho,551172.5354416673,39080.51995833335,ID,2002
82,Idaho,548429.1302,38644.431241666665,ID,2003
82,Idaho,561086.2063583327,32755.833633333332,ID,2004
82,Idaho,605582.7048416669,31315.91553333332,ID,2005
82,Idaho,620165.7879416674,37418.03227500003,ID,2006
82,Idaho,634691.1427249986,33392.05308333335,ID,2007
82,Idaho,601522.7383666656,42471.42628333331,ID,2008
82,Idaho,577202.4081999998,36324.71001666664,ID,2009
82,Idaho,583829.530875001,41513.14164166668,ID,2010
82,Idaho,594380.2341333338,30559.69983333336,ID,2011
82,Idaho,613845.2757583344,29216.19484166667,ID,2012
82,Idaho,617100.2270166661,29021.45804166667,ID,2013
82,Idaho,641426.1058166651,33819.28121666666,ID,2014
82,Idaho,678961.8197166659,46133.50039166667,ID,2015
82,Idaho,689665.1942916667,42096.514325,ID,2016
82,Idaho,722903.8799416635,34758.69518333333,ID,2017
82,Idaho,733077.8609249997,34244.09490833333,ID,2018
82,Idaho,764351.7133999987,37553.84996666666,ID,2019
82,Idaho,730782.9527249988,41053.829016666656,ID,2020
82,Idaho,765514.7662166689,35741.037641666684,ID,2021
82,Idaho,824309.4061999992,38542.62816666667,ID,2022
83,Wyoming,195550.93916666645,27141.520000000004,WY,1983
83,Wyoming,197288.456666667,30403.50583333335,WY,1984
83,Wyoming,194665.7383333335,26769.18083333335,WY,1985
83,Wyoming,194364.24583333335,22797.069166666668,WY,1986
83,Wyoming,187800.77583333332,25759.42,WY,1987
83,Wyoming,179209.2266666664,23671.770833333336,WY,1988
83,Wyoming,175383.12916666627,22456.63833333332,WY,1989
83,Wyoming,188881.5883333334,25330.054999999993,WY,1990
83,Wyoming,185488.53583333315,22613.992500000015,WY,1991
83,Wyoming,189245.39749999985,22607.865833333344,WY,1992
83,Wyoming,192946.82333333348,20833.95833333334,WY,1993
83,Wyoming,193910.45214166667,22227.31839166669,WY,1994
83,Wyoming,199108.5984000003,22248.70954166666,WY,1995
83,Wyoming,206457.59634166656,20098.307741666667,WY,1996
83,Wyoming,201706.5826666669,18667.406341666665,WY,1997
83,Wyoming,204547.26524166737,19697.64094166666,WY,1998
83,Wyoming,211987.5642999996,19213.00283333334,WY,1999
83,Wyoming,215887.9416333334,17878.460116666676,WY,2000
83,Wyoming,218220.57009166645,19655.160683333324,WY,2001
83,Wyoming,217552.6219083334,16731.754533333344,WY,2002
83,Wyoming,224295.57765833373,17831.586099999986,WY,2003
83,Wyoming,222283.50723333316,17812.63556666668,WY,2004
83,Wyoming,227943.08739166625,18018.506891666675,WY,2005
83,Wyoming,235113.71970000048,19447.06314999999,WY,2006
83,Wyoming,239263.47259999963,18923.517125,WY,2007
83,Wyoming,241288.0741916668,18631.451641666685,WY,2008
83,Wyoming,239174.12560000017,18464.10255833335,WY,2009
83,Wyoming,245684.9492500012,18087.24240000001,WY,2010
83,Wyoming,250471.15562500065,18030.954133333333,WY,2011
83,Wyoming,252241.0583916662,16988.210708333343,WY,2012
83,Wyoming,258942.0519000003,14666.779666666667,WY,2013
83,Wyoming,254990.78799999983,17073.171874999996,WY,2014
83,Wyoming,261397.76108333375,18655.675241666668,WY,2015
83,Wyoming,248442.5812249999,15664.242641666666,WY,2016
83,Wyoming,242839.63835833364,14624.811741666668,WY,2017
83,Wyoming,235762.1974250005,15376.187208333338,WY,2018
83,Wyoming,242474.1189166664,17639.808650000006,WY,2019
83,Wyoming,239387.0081916662,18110.576583333343,WY,2020
83,Wyoming,234496.64912499988,13369.096733333334,WY,2021
83,Wyoming,243087.13463333313,13638.888858333336,WY,2022
84,Colorado,1308965.1983333323,177889.71583333326,CO,1983
84,Colorado,1389799.7441666664,180370.8191666667,CO,1984
84,Colorado,1393892.348333334,165173.52083333328,CO,1985
84,Colorado,1362998.646666666,170403.27666666656,CO,1986
84,Colorado,1365696.167499995,157426.02583333332,CO,1987
84,Colorado,1390723.0158333315,146191.22416666665,CO,1988
84,Colorado,1394835.4825000002,129199.92416666658,CO,1989
84,Colorado,1472702.3466666646,154289.48000000007,CO,1990
84,Colorado,1479541.2616666674,145036.5791666666,CO,1991
84,Colorado,1477502.395833338,150155.17749999993,CO,1992
84,Colorado,1559288.705833331,153258.6583333334,CO,1993
84,Colorado,1645858.5036666628,179145.148125,CO,1994
84,Colorado,1725298.6861249986,170000.00400833332,CO,1995
84,Colorado,1721660.2723999994,167112.58854166683,CO,1996
84,Colorado,1813666.2745416712,174165.5572833332,CO,1997
84,Colorado,1886728.4349916629,171445.90512499996,CO,1998
84,Colorado,1927009.9003083345,180610.35519166663,CO,1999
84,Colorado,1923096.1179916684,173176.67409999983,CO,2000
84,Colorado,1935128.7095250075,177549.107675,CO,2001
84,Colorado,1939973.0315666697,151563.94650833338,CO,2002
84,Colorado,2007293.5268833356,155859.17664166656,CO,2003
84,Colorado,2050103.7180916653,172020.72329166668,CO,2004
84,Colorado,2052169.5874833437,169971.61543333335,CO,2005
84,Colorado,2153892.763041663,164956.7691416668,CO,2006
84,Colorado,2203978.613316666,190759.20520833335,CO,2007
84,Colorado,2253762.8073166637,181118.8323416666,CO,2008
84,Colorado,2175484.8321166723,153223.9439916665,CO,2009
84,Colorado,2130393.246908332,140378.0769166667,CO,2010
84,Colorado,2185152.417191661,179481.17234999986,CO,2011
84,Colorado,2165890.638691653,169322.6053583333,CO,2012
84,Colorado,2241940.5990333417,169677.08498333348,CO,2013
84,Colorado,2328685.7746916674,220811.6196499997,CO,2014
84,Colorado,2314302.859858329,194659.11131666665,CO,2015
84,Colorado,2439938.02590833,238247.4395500001,CO,2016
84,Colorado,2500951.6324666687,238340.27925000005,CO,2017
84,Colorado,2562343.311341661,281098.2635416667,CO,2018
84,Colorado,2634087.761516662,238503.11162499987,CO,2019
84,Colorado,2471596.830366667,182645.35924166668,CO,2020
84,Colorado,2534734.1303833337,164654.29976666672,CO,2021
84,Colorado,2666854.4893666636,178392.58507500007,CO,2022
85,New Mexico,445708.361666666,52556.78416666664,NM,1983
85,New Mexico,485954.3816666657,46648.43916666668,NM,1984
85,New Mexico,491732.75166666566,49381.308333333305,NM,1985
85,New Mexico,514930.3699999996,48865.88083333335,NM,1986
85,New Mexico,510763.3024999985,43965.43250000001,NM,1987
85,New Mexico,534754.7383333339,44754.50166666666,NM,1988
85,New Mexico,547981.6083333329,42662.45333333333,NM,1989
85,New Mexico,551805.1591666655,38604.68833333331,NM,1990
85,New Mexico,566139.3975000005,50049.04250000001,NM,1991
85,New Mexico,578463.9108333328,51375.249999999985,NM,1992
85,New Mexico,595084.029999999,47662.77583333335,NM,1993
85,New Mexico,602563.92379999906,56235.16267499999,NM,1994
85,New Mexico,615951.3517083327,57698.27770000002,NM,1995
85,New Mexico,623868.954891667,52609.20774166667,NM,1996
85,New Mexico,663630.2791166679,55574.40765833333,NM,1997
85,New Mexico,673600.8392416673,63215.653349999986,NM,1998
85,New Mexico,659968.1818833337,65293.23909166667,NM,1999
85,New Mexico,692452.3452583337,56172.66688333334,NM,2000
85,New Mexico,702812.8847000012,55957.25443333334,NM,2001
85,New Mexico,703917.2135750012,48231.026008333334,NM,2002
85,New Mexico,741030.7416833339,56687.636750000005,NM,2003
85,New Mexico,734422.4275249997,49007.51854166667,NM,2004
85,New Mexico,777366.5520583333,62834.58942500001,NM,2005
85,New Mexico,796411.1993666661,62209.36144166667,NM,2006
85,New Mexico,800265.3950666675,61718.756516666654,NM,2007
85,New Mexico,806905.6142583331,58367.40150833332,NM,2008
85,New Mexico,759464.0457999996,51069.45127500001,NM,2009
85,New Mexico,749525.0036249998,54786.39748333335,NM,2010
85,New Mexico,724855.4411249998,49261.46446666668,NM,2011
85,New Mexico,779226.9721666664,50338.78419166669,NM,2012
85,New Mexico,751187.6310583337,46459.76388333333,NM,2013
85,New Mexico,763932.0747583329,43528.67693333332,NM,2014
85,New Mexico,781344.3058666636,48674.10569166667,NM,2015
85,New Mexico,783572.1209750003,49254.10871666663,NM,2016
85,New Mexico,769281.4307249981,51624.75197499998,NM,2017
85,New Mexico,812502.0026583327,55336.20512500003,NM,2018
85,New Mexico,812061.7510916672,57601.044933333345,NM,2019
85,New Mexico,742334.7365750008,53133.90648333334,NM,2020
85,New Mexico,769677.588408334,57924.20407500002,NM,2021
85,New Mexico,807485.6771083338,71194.406425,NM,2022
86,Arizona,1091732.0625000005,124961.29083333336,AZ,1983
86,Arizona,1166820.0008333323,106119.94250000002,AZ,1984
86,Arizona,1210791.500833334,115593.4058333334,AZ,1985
86,Arizona,1295830.907499998,106323.26750000002,AZ,1986
86,Arizona,1338179.7483333326,82484.49500000001,AZ,1987
86,Arizona,1363441.9675000007,94288.47000000004,AZ,1988
86,Arizona,1386947.1966666663,101229.7708333334,AZ,1989
86,Arizona,1486349.895833332,115167.10749999995,AZ,1990
86,Arizona,1443472.665000003,111225.14083333338,AZ,1991
86,Arizona,1474813.1866666682,105611.78166666668,AZ,1992
86,Arizona,1490438.0849999988,113548.5808333333,AZ,1993
86,Arizona,1600942.2709416675,126685.02909166669,AZ,1994
86,Arizona,1809625.0366333344,145471.64110833337,AZ,1995
86,Arizona,1821132.8552666656,106753.56859166674,AZ,1996
86,Arizona,1887531.254783331,131721.9860083334,AZ,1997
86,Arizona,1897618.1163999997,123238.49925833337,AZ,1998
86,Arizona,2047171.5007166637,137320.73607499994,AZ,1999
86,Arizona,2014558.3670833325,129666.9696666667,AZ,2000
86,Arizona,2059478.868683328,121771.85343333334,AZ,2001
86,Arizona,2068177.080908337,115457.041025,AZ,2002
86,Arizona,2190769.0357666668,113074.3061,AZ,2003
86,Arizona,2323082.7355166585,145298.83435833335,AZ,2004
86,Arizona,2366359.5835333294,144665.13269166663,AZ,2005
86,Arizona,2583995.8084083367,196921.56153333333,AZ,2006
86,Arizona,2619198.199058334,229569.6045083332,AZ,2007
86,Arizona,2579090.6514583305,227418.909775,AZ,2008
86,Arizona,2470634.2908499953,161722.3899583334,AZ,2009
86,Arizona,2506722.51463333,160988.56068333331,AZ,2010
86,Arizona,2499746.417175002,149076.21936666666,AZ,2011
86,Arizona,2433824.3515416617,125557.24561666662,AZ,2012
86,Arizona,2455146.0485,121864.42611666668,AZ,2013
86,Arizona,2594000.3579333364,137378.68763333332,AZ,2014
86,Arizona,2661422.424441657,137173.01164166676,AZ,2015
86,Arizona,2727866.3741750084,121797.29894999995,AZ,2016
86,Arizona,2804948.9771333383,111840.13471666668,AZ,2017
86,Arizona,2944673.6042666724,156621.67577499995,AZ,2018
86,Arizona,3027918.548141663,173812.25983333337,AZ,2019
86,Arizona,2907798.1053666603,154523.63280000008,AZ,2020
86,Arizona,3119894.8717666655,167407.15522500002,AZ,2021
86,Arizona,3057045.4355833246,168842.6376666667,AZ,2022
87,Utah,535062.7383333342,81569.08583333332,UT,1983
87,Utah,583183.7983333335,77371.81499999994,UT,1984
87,Utah,614899.9283333336,69897.25083333331,UT,1985
87,Utah,618783.8558333331,65880.74583333333,UT,1986
87,Utah,621339.2908333329,62950.05166666662,UT,1987
87,Utah,617704.8608333339,75632.48083333336,UT,1988
87,Utah,651938.948333334,70936.11083333331,UT,1989
87,Utah,677125.8633333339,62841.762500000026,UT,1990
87,Utah,683463.3700000008,63417.17166666666,UT,1991
87,Utah,728655.6016666671,68896.01666666666,UT,1992
87,Utah,778897.9650000012,76569.7041666667,UT,1993
87,Utah,820497.3657833316,79768.24202500001,UT,1994
87,Utah,806396.4199250019,72673.69351666667,UT,1995
87,Utah,847563.0972333316,71085.15685833336,UT,1996
87,Utah,890902.060683335,74010.66994166668,UT,1997
87,Utah,912203.711591664,61575.7679583333,UT,1998
87,Utah,935394.5901750006,60068.56784166666,UT,1999
87,Utah,944811.8179249988,69281.39535000005,UT,2000
87,Utah,941641.3243416668,64992.74764166667,UT,2001
87,Utah,948481.2224583342,58971.03932500003,UT,2002
87,Utah,1014866.0838333276,53015.68342499998,UT,2003
87,Utah,1000562.6202916644,57542.788100000005,UT,2004
87,Utah,1034707.4692416674,50510.996825,UT,2005
87,Utah,1120621.997874998,60729.85295000001,UT,2006
87,Utah,1152822.5477333325,67430.43126666667,UT,2007
87,Utah,1178170.7305750032,67882.42428333334,UT,2008
87,Utah,1136403.2200333313,78863.67686666669,UT,2009
87,Utah,1143844.497975001,74613.80047500001,UT,2010
87,Utah,1148487.6683916673,66495.30079166665,UT,2011
87,Utah,1181073.583991669,60828.91825833336,UT,2012
87,Utah,1252176.460933333,49252.879666666704,UT,2013
87,Utah,1236209.750783335,45754.070066666674,UT,2014
87,Utah,1277397.9299666649,50408.572458333336,UT,2015
87,Utah,1319714.5422749994,62027.46664166664,UT,2016
87,Utah,1373910.7265333354,54082.94246666667,UT,2017
87,Utah,1343387.525183333,55633.78113333334,UT,2018
87,Utah,1406118.635216665,61467.36257500001,UT,2019
87,Utah,1403750.2484250013,51074.59337500001,UT,2020
87,Utah,1467295.0872249985,51008.89564166668,UT,2021
87,Utah,1539047.0352666655,59894.41639999999,UT,2022
88,Nevada,401041.7091666659,89952.88666666664,NV,1983
88,Nevada,420439.6616666675,98832.50499999987,NV,1984
88,Nevada,414748.0449999995,89712.33000000003,NV,1985
88,Nevada,443183.6899999993,82877.4875,NV,1986
88,Nevada,468625.39666666795,85852.4899999999,NV,1987
88,Nevada,497307.3024999985,90028.42250000002,NV,1988
88,Nevada,515954.1758333327,93785.515,NV,1989
88,Nevada,559922.3966666659,91178.00166666663,NV,1990
88,Nevada,586607.1775000005,107140.66500000004,NV,1991
88,Nevada,606423.7249999996,114669.49749999992,NV,1992
88,Nevada,612650.1991666665,108339.06833333336,NV,1993
88,Nevada,658505.7214166666,120856.67655833332,NV,1994
88,Nevada,679503.323049999,137043.49988333325,NV,1995
88,Nevada,722834.2477999999,147299.2629333334,NV,1996
88,Nevada,770484.2746583346,147114.52455,NV,1997
88,Nevada,788418.3963583326,133793.03120833336,NV,1998
88,Nevada,823272.3453750008,160838.29410833333,NV,1999
88,Nevada,880757.369666667,150926.410625,NV,2000
88,Nevada,872323.2133583351,145964.6292333334,NV,2001
88,Nevada,897270.0482333316,136510.4270500001,NV,2002
88,Nevada,942725.6290749984,136059.9572250002,NV,2003
88,Nevada,1006042.3317499976,125992.13780833335,NV,2004
88,Nevada,1050500.6559416696,145319.56332500005,NV,2005
88,Nevada,1124230.5821999994,166518.21475,NV,2006
88,Nevada,1177254.5505500017,181579.53483333337,NV,2007
88,Nevada,1192322.790158333,198976.2580083332,NV,2008
88,Nevada,1096841.167025,172599.3641416666,NV,2009
88,Nevada,1011731.1363249988,151273.90596666664,NV,2010
88,Nevada,1049608.0672000009,153611.23685833334,NV,2011
88,Nevada,1100217.1335916645,162349.05664166654,NV,2012
88,Nevada,1152608.731058333,168323.2869166665,NV,2013
88,Nevada,1174333.786399999,169260.60781666663,NV,2014
88,Nevada,1231192.086983332,176106.84049999982,NV,2015
88,Nevada,1213562.1004333342,146225.4963000001,NV,2016
88,Nevada,1290685.338458332,164286.84462499997,NV,2017
88,Nevada,1377051.789566664,190774.38778333328,NV,2018
88,Nevada,1378726.8055333334,200666.53429166676,NV,2019
88,Nevada,1209985.9403333336,161575.36967500005,NV,2020
88,Nevada,1250012.454541668,152243.3167,NV,2021
88,Nevada,1284182.9956916664,145450.82923333335,NV,2022
91,Washington,1549392.4400000006,419893.6641666666,WA,1983
91,Washington,1556126.409166666,398287.71416666656,WA,1984
91,Washington,1622897.1325000024,405812.11,WA,1985
91,Washington,1710124.7233333352,455193.2283333331,WA,1986
91,Washington,1761698.249166671,414024.7733333331,WA,1987
91,Washington,1884093.0458333313,456909.29416666675,WA,1988
91,Washington,1955418.1749999973,450725.8358333329,WA,1989
91,Washington,2076548.1483333332,469653.26666666666,WA,1990
91,Washington,2092744.15083334,477200.508333333,WA,1991
91,Washington,2114141.8158333325,492697.8325,WA,1992
91,Washington,2135307.425000001,508234.9408333334,WA,1993
91,Washington,2213145.5033416688,486915.3650750002,WA,1994
91,Washington,2271331.562716663,477135.9593249998,WA,1995
91,Washington,2342082.2744999956,464200.52092500014,WA,1996
91,Washington,2482525.161650001,508199.8889666669,WA,1997
91,Washington,2537026.8289499986,537262.7044916672,WA,1998
91,Washington,2584663.64453334,534810.7299750001,WA,1999
91,Washington,2592786.342224998,470847.6976749999,WA,2000
91,Washington,2478012.2164000003,460315.5664749997,WA,2001
91,Washington,2530861.3903083303,471778.0986083333,WA,2002
91,Washington,2539487.4587250054,501544.5541166673,WA,2003
91,Washington,2644712.203975002,509750.68577499985,WA,2004
91,Washington,2746462.2617416657,523304.6216916668,WA,2005
91,Washington,2771727.0285083316,548509.1325916665,WA,2006
91,Washington,2874067.4082333413,579297.2454749999,WA,2007
91,Washington,2912433.7285833424,577880.4131583333,WA,2008
91,Washington,2847111.1139500095,574069.4854333333,WA,2009
91,Washington,2837203.0889416635,551766.8815583332,WA,2010
91,Washington,2729038.6470916676,517103.92837500013,WA,2011
91,Washington,2776977.7654416687,512855.347475,WA,2012
91,Washington,2880934.646908338,544986.2400000003,WA,2013
91,Washington,2913277.8708833233,490111.56119999953,WA,2014
91,Washington,2981438.99480833,499779.35954166617,WA,2015
91,Washington,3090426.696624999,538351.8373583334,WA,2016
91,Washington,3109829.7752166693,582749.165883334,WA,2017
91,Washington,3273608.0869916747,648139.4426250008,WA,2018
91,Washington,3392854.7793166745,637877.656808333,WA,2019
91,Washington,3204697.305075004,557128.1442583337,WA,2020
91,Washington,3305809.3576166653,627641.9830499997,WA,2021
91,Washington,3411333.865908341,613491.8277000004,WA,2022
92,Oregon,998676.895833336,222877.7083333333,OR,1983
92,Oregon,982822.6708333328,241216.21666666676,OR,1984
92,Oregon,1020091.3258333344,231576.2691666668,OR,1985
92,Oregon,1039266.3516666658,205336.54166666663,OR,1986
92,Oregon,1076648.0791666682,211582.22833333325,OR,1987
92,Oregon,1102633.511666668,228836.84583333347,OR,1988
92,Oregon,1150618.523333332,248028.13916666675,OR,1989
92,Oregon,1166764.220833335,235723.81249999985,OR,1990
92,Oregon,1193059.271666665,224891.4641666668,OR,1991
92,Oregon,1197451.4633333315,221494.62833333356,OR,1992
92,Oregon,1252291.611666667,245738.11416666675,OR,1993
92,Oregon,1282320.3469833345,275283.5511500001,OR,1994
92,Oregon,1329443.8435250034,266784.58529166697,OR,1995
92,Oregon,1367914.0896666644,246177.70251666656,OR,1996
92,Oregon,1373984.1848666663,242241.94507500005,OR,1997
92,Oregon,1435990.8099499987,231872.2423833332,OR,1998
92,Oregon,1419511.8628583346,216407.41170833347,OR,1999
92,Oregon,1456535.8979416694,234378.72674166667,OR,2000
92,Oregon,1443696.9517249994,223208.56893333327,OR,2001
92,Oregon,1439289.1191499997,226276.9767083335,OR,2002
92,Oregon,1465597.9168083372,229850.6251416668,OR,2003
92,Oregon,1470595.3552333368,223503.017775,OR,2004
92,Oregon,1470227.7864333324,212844.07525000005,OR,2005
92,Oregon,1526953.611716669,210661.98400833324,OR,2006
92,Oregon,1581896.744966669,226590.25114166667,OR,2007
92,Oregon,1565846.236724999,259168.89583333343,OR,2008
92,Oregon,1470715.6773666665,250272.06076666675,OR,2009
92,Oregon,1515069.5766000005,245100.8142583334,OR,2010
92,Oregon,1575162.650799999,269202.02185833326,OR,2011
92,Oregon,1527065.2416166663,240657.6925583332,OR,2012
92,Oregon,1503532.7034916645,208531.75042499992,OR,2013
92,Oregon,1554744.5779916693,243177.2725166668,OR,2014
92,Oregon,1586372.1448916595,234576.97901666677,OR,2015
92,Oregon,1689979.914566669,227743.4120416667,OR,2016
92,Oregon,1761898.193450001,262325.53691666643,OR,2017
92,Oregon,1740902.4295750004,241150.42929166663,OR,2018
92,Oregon,1772417.6413583283,254959.40263333343,OR,2019
92,Oregon,1691570.6302000014,274074.86333333346,OR,2020
92,Oregon,1782754.0969916687,318006.93759166676,OR,2021
92,Oregon,1813726.791550004,281580.1437666665,OR,2022
93,California,9666217.200000072,2118885.148333331,CA,1983
93,California,10126289.802499987,2153360.6925,CA,1984
93,California,10407705.59249997,2123121.308333335,CA,1985
93,California,10889565.13916666,2177397.4766666703,CA,1986
93,California,11259918.77083333,2189638.652499998,CA,1987
93,California,11642847.619999971,2150114.799166671,CA,1988
93,California,11825950.254166655,2238878.370833336,CA,1989
93,California,12526161.440833325,2268229.381666666,CA,1990
93,California,12116373.45083336,2185071.234999996,CA,1991
93,California,12076509.182499971,2169214.508333337,CA,1992
93,California,12018225.484166658,2139392.9433333348,CA,1993
93,California,12181387.570441624,2185123.8142833365,CA,1994
93,California,12319838.672983311,2176363.830791663,CA,1995
93,California,12461033.528741635,2060566.2635083336,CA,1996
93,California,12878006.557074953,2066661.688883332,CA,1997
93,California,13337857.736225031,2154036.8835833357,CA,1998
93,California,13811450.357483365,2286036.793183335,CA,1999
93,California,14358632.004075035,2295130.1579833324,CA,2000
93,California,14551408.316166632,2391683.191375002,CA,2001
93,California,14452270.3366417,2578731.4136083326,CA,2002
93,California,14349849.068900134,2414208.306391667,CA,2003
93,California,14414248.45379173,2384704.8822166696,CA,2004
93,California,14687034.610783285,2423854.5640499988,CA,2005
93,California,14500759.751466695,2273436.687941663,CA,2006
93,California,14856079.938166654,2473917.801008336,CA,2007
93,California,14888985.06430002,2739900.6095333346,CA,2008
93,California,14297101.227008348,2453378.358100004,CA,2009
93,California,13891631.526450004,2431275.835108331,CA,2010
93,California,13927053.125483409,2375552.798433334,CA,2011
93,California,14488777.642399969,2485039.7586250063,CA,2012
