state_census_code,state,employment,members,state_abbreviation,year
93,California,14840395.391758446,2429109.428199997,CA,2013
93,California,15134895.055208324,2468827.136549999,CA,2014
93,California,15662846.524658184,2486173.000916665,CA,2015
93,California,16007243.992841603,2549644.7879666663,CA,2016
93,California,16063818.097983325,2489184.2966666636,CA,2017
93,California,16398370.40020004,2404888.449858336,CA,2018
93,California,16504474.049416676,2499478.582033333,CA,2019
93,California,15062871.3905,2438450.5617916607,CA,2020
93,California,15501464.385391727,2468917.724350003,CA,2021
93,California,16245502.51714998,2617396.604475002,CA,2022
94,Alaska,167935.37416666633,41742.81666666673,AK,1983
94,Alaska,183264.4941666666,44294.79749999997,AK,1984
94,Alaska,191067.0124999999,47704.6225,AK,1985
94,Alaska,198307.16500000015,46082.12166666666,AK,1986
94,Alaska,188217.7408333331,41748.900000000016,AK,1987
94,Alaska,185978.78333333385,45145.43416666668,AK,1988
94,Alaska,187941.06333333347,42927.002499999966,AK,1989
94,Alaska,212648.15833333388,48764.03083333327,AK,1990
94,Alaska,215736.78249999997,46054.57333333337,AK,1991
94,Alaska,220583.9283333337,45379.87500000001,AK,1992
94,Alaska,239965.70083333383,48076.94916666665,AK,1993
94,Alaska,243750.6976916668,47100.224175000025,AK,1994
94,Alaska,234083.41814999975,54112.354450000064,AK,1995
94,Alaska,243452.5918749994,54729.847250000006,AK,1996
94,Alaska,250425.39753333337,50093.46143333332,AK,1997
94,Alaska,252921.96922499983,51483.17673333334,AK,1998
94,Alaska,250540.32989999992,51025.22170833336,AK,1999
94,Alaska,259398.45059166657,56847.63945000006,AK,2000
94,Alaska,269007.2306250003,59095.12657500005,AK,2001
94,Alaska,260246.4487416669,63584.35529166674,AK,2002
94,Alaska,264786.5216083326,59095.657549999945,AK,2003
94,Alaska,267806.8145083332,53948.92811666669,AK,2004
94,Alaska,274988.78924166656,62602.49699166666,AK,2005
94,Alaska,279578.17683333386,62054.96684166667,AK,2006
94,Alaska,283812.0987583328,67510.76466666676,AK,2007
94,Alaska,289063.6407083338,67830.45190833336,AK,2008
94,Alaska,292916.64406666614,65198.33881666669,AK,2009
94,Alaska,295062.6380249999,67623.86324166665,AK,2010
94,Alaska,305484.8018333325,67571.80700000003,AK,2011
94,Alaska,298282.91545000044,66753.90356666675,AK,2012
94,Alaska,306322.4031499999,70691.89484999998,AK,2013
94,Alaska,307284.7512749999,69949.0843833333,AK,2014
94,Alaska,304537.9856249998,59652.76934166664,AK,2015
94,Alaska,297008.3393666668,54949.4169333333,AK,2016
94,Alaska,304027.1350666665,54960.453225000005,AK,2017
94,Alaska,298974.25537499983,55148.418508333336,AK,2018
94,Alaska,282352.7599583326,48363.44483333333,AK,2019
94,Alaska,280369.5950083329,49281.332941666624,AK,2020
94,Alaska,292478.3206500003,45998.155633333314,AK,2021
94,Alaska,298726.90699166665,47955.32304999999,AK,2022
95,Hawaii,385425.1166666665,112564.70249999996,HI,1983
95,Hawaii,392019.39833333384,114511.9,HI,1984
95,Hawaii,394122.8650000006,109599.71250000002,HI,1985
95,Hawaii,406201.8816666672,118542.56,HI,1986
95,Hawaii,426628.53333333216,126585.88250000012,HI,1987
95,Hawaii,441548.93499999936,134465.33833333332,HI,1988
95,Hawaii,442093.61833333224,132309.53833333333,HI,1989
95,Hawaii,460382.6683333336,134694.2608333334,HI,1990
95,Hawaii,493124.4983333341,142793.61999999994,HI,1991
95,Hawaii,499023.6133333346,143314.04916666666,HI,1992
95,Hawaii,498745.85166666645,140432.14500000005,HI,1993
95,Hawaii,482194.9680666672,135156.01012499994,HI,1994
95,Hawaii,475276.1445750004,117130.454525,HI,1995
95,Hawaii,482857.5556500003,111936.8425083333,HI,1996
95,Hawaii,481296.7829333338,126740.89467500005,HI,1997
95,Hawaii,491842.33607500023,130173.6104583334,HI,1998
95,Hawaii,494360.65918333374,114482.08447499982,HI,1999
95,Hawaii,497092.851908333,123518.84060833328,HI,2000
95,Hawaii,508732.43625000026,118925.42723333336,HI,2001
95,Hawaii,485387.4273416676,118470.06643333336,HI,2002
95,Hawaii,510561.4075250006,121723.20192499996,HI,2003
95,Hawaii,532601.2715333332,126379.20454166668,HI,2004
95,Hawaii,545124.8181583327,140607.6697333334,HI,2005
95,Hawaii,561676.0107833322,138967.78834999993,HI,2006
95,Hawaii,556408.764275001,130299.54981666672,HI,2007
95,Hawaii,561526.2636333345,136274.18110833332,HI,2008
95,Hawaii,525857.4829499996,123487.1861916668,HI,2009
95,Hawaii,511431.2473083341,111343.58979166669,HI,2010
95,Hawaii,525056.5430583333,112756.41519166672,HI,2011
95,Hawaii,537783.7619666666,116589.3240416668,HI,2012
95,Hawaii,549219.1632166663,121357.3990666666,HI,2013
95,Hawaii,571830.4089416657,124241.4438333333,HI,2014
95,Hawaii,583012.3606000011,118571.90754999996,HI,2015
95,Hawaii,597237.5811083332,118270.6123416666,HI,2016
95,Hawaii,604842.8235499999,128896.08387499995,HI,2017
95,Hawaii,601008.2974666667,138853.88771666668,HI,2018
95,Hawaii,575156.0468416672,134485.6663500001,HI,2019
95,Hawaii,507164.9445333332,119842.74984166674,HI,2020
95,Hawaii,540725.6773333333,120905.87165833329,HI,2021
95,Hawaii,571408.690041667,124272.34514999998,HI,2022
